measure calculation,annex,country,fishing_activity,fishing_capacity,gt_days_at_sea,no_vessels,nominal_effort,regulated area,regulated gear,specon,vessel length,year
29430,BAL,POL,134,1530,7076,4,29430,A,R-OTTER,NONE,O18T24M,2012
544925,BAL,POL,2344,12989,143857,35,544925,B,R-OTTER,NONE,O18T24M,2012
2335,BAL,POL,9,587,467,2,2335,B,R-PEL_TRAWL,NONE,O18T24M,2012
270,BAL,SWE,1,270,62,1,270,C,GILL,NONE,O18T24M,2012
123785,BAL,SWE,396,2142,38853,3,123785,B,OTTER,NONE,O18T24M,2012
17040,BAL,SWE,59,1204,5219,2,17040,C,OTTER,NONE,O18T24M,2012
54121,BAL,SWE,127,3348,17132,3,54121,B,PEL_TRAWL,NONE,O18T24M,2012
2160,BAL,SWE,8,270,496,1,2160,C,PEL_TRAWL,NONE,O18T24M,2012
1329,BAL,SWE,3,443,546,1,1329,B,R-GILL,NONE,O18T24M,2012
886,BAL,SWE,2,443,364,1,886,B,R-LONGLINE,NONE,O18T24M,2012
1470,BAL,SWE,3,490,576,1,1470,B,R-PEL_TRAWL,NONE,O18T24M,2012
16701,BAL,DEU,75.6,279,4349,3,16701,A,OTTER,NONE,O18T24M,2013
50997,BAL,DEU,231.2,615,20590,6,50997,A,PEL_TRAWL,NONE,O18T24M,2013
4752,BAL,DEU,27,45,1215,1,4752,B,PEL_TRAWL,NONE,O18T24M,2013
1100,BAL,DEU,5,46,230,1,1100,A,R-LONGLINE,NONE,O18T24M,2013
206686,BAL,DEU,951.21,1934,88853,13,206686,A,R-OTTER,NONE,O18T24M,2013
43478,BAL,DEU,197,974,25939,7,43478,B,R-OTTER,NONE,O18T24M,2013
1547,BAL,DEU,7,346,824,2,1547,B,R-PEL_TRAWL,NONE,O18T24M,2013
1899,BAL,DNK,7,679,610.6,,1899,A,NONE,NONE,O18T24M,2013
1668,BAL,DNK,7,429,541.1,,1668,B,NONE,NONE,O18T24M,2013
40374.33,BAL,DNK,112.97,1466,8744.69,,40374.33,A,PEL_TRAWL,NONE,O18T24M,2013
60296,BAL,DNK,294,1988,18282.2,,60296,A,R-DEM_SEINE,NONE,O18T24M,2013
4199,BAL,DNK,17,247,1043.8,,4199,A,R-LONGLINE,NONE,O18T24M,2013
2470,BAL,DNK,10,247,614,,2470,B,R-LONGLINE,NONE,O18T24M,2013
149310.14,BAL,DNK,430.38,2795,50867.41,,149310.14,A,R-OTTER,NONE,O18T24M,2013
154192.86,BAL,DNK,520.63,4476,42781.69,,154192.86,B,R-OTTER,NONE,O18T24M,2013
22899,BAL,EST,104,450,11592,4,22899,B,PEL_TRAWL,NONE,O18T24M,2013
156316.12,BAL,EST,461,1167,61029,5,156316.12,C,PEL_TRAWL,NONE,O18T24M,2013
1842.18,BAL,FIN,5,429,429,3,1842.18,C,NONE,NONE,O18T24M,2013
346835.01,BAL,FIN,1056,30752.86,75221.26,10,346835.01,C,PEL_TRAWL,NONE,O18T24M,2013
121,BAL,POL,1,121,39,1,121,B,GILL,NONE,O18T24M,2013
4390.6,BAL,POL,23,605.4,1091,2,4390.6,A,OTTER,NONE,O18T24M,2013
26492,BAL,POL,146,2995,5906,8,26492,B,OTTER,NONE,O18T24M,2013
290,BAL,POL,1,290,69,1,290,A,PEL_TRAWL,NONE,O18T24M,2013
495180,BAL,POL,1829,14974.6,129094,28,495180,B,PEL_TRAWL,NONE,O18T24M,2013
1596,BAL,POL,7,228,350,1,1596,C,PEL_TRAWL,NONE,O18T24M,2013
2420,BAL,POL,20,121,780,1,2420,B,R-GILL,NONE,O18T24M,2013
14772,BAL,POL,55,2335,2057,8,14772,B,R-LONGLINE,NONE,O18T24M,2013
44476.4,BAL,POL,207,2223.4,11442,8,44476.4,A,R-OTTER,NONE,O18T24M,2013
619548.4,BAL,POL,2700,13236.87,156943,36,619548.4,B,R-OTTER,NONE,O18T24M,2013
15384.6,BAL,POL,60,3155.4,3781,11,15384.6,B,R-PEL_TRAWL,NONE,O18T24M,2013
124465,BAL,SWE,363,2053,32581,4,124465,B,OTTER,NONE,O18T24M,2013
19957,BAL,SWE,71,553,7668,2,19957,C,OTTER,NONE,O18T24M,2013
74558,BAL,SWE,180,2987,23034,2,74558,B,PEL_TRAWL,NONE,O18T24M,2013
61712,BAL,SWE,177,629,15759,1,61712,C,PEL_TRAWL,NONE,O18T24M,2013
2170,BAL,SWE,7,310,427,1,2170,B,R-PEL_TRAWL,NONE,O18T24M,2013
12369,BAL,DEU,56,216,3025,2,12369,A,OTTER,NONE,O18T24M,2014
51959,BAL,DEU,235.54,567,21801,5,51959,A,PEL_TRAWL,NONE,O18T24M,2014
3520,BAL,DEU,20,45,900,1,3520,B,PEL_TRAWL,NONE,O18T24M,2014
223125,BAL,DEU,1024.69,1929,88197,11,223125,A,R-OTTER,NONE,O18T24M,2014
44319,BAL,DEU,200.77,892,26360,8,44319,B,R-OTTER,NONE,O18T24M,2014
1326,BAL,DEU,6,107,642,1,1326,B,R-PEL_TRAWL,NONE,O18T24M,2014
1502,BAL,DNK,6,769,403.8,2,1502,A,NONE,NONE,O18T24M,2014
1283,BAL,DNK,5,295,318.5,1,1283,B,NONE,NONE,O18T24M,2014
68696.52,BAL,DNK,191.43,2636,14831.78,3,68696.52,A,PEL_TRAWL,NONE,O18T24M,2014
1615,BAL,DNK,7,440,518.1,2,1615,B,PEL_TRAWL,NONE,O18T24M,2014
47323,BAL,DNK,252,1986,16264,6,47323,A,R-DEM_SEINE,NONE,O18T24M,2014
8027.5,BAL,DNK,32.5,247,1995.5,1,8027.5,A,R-LONGLINE,NONE,O18T24M,2014
3087.5,BAL,DNK,12.5,247,767.5,1,3087.5,B,R-LONGLINE,NONE,O18T24M,2014
157021.4,BAL,DNK,453.15,3679,53665.76,9,157021.4,A,R-OTTER,NONE,O18T24M,2014
132566.6,BAL,DNK,472.85,2540,34646.94,6,132566.6,B,R-OTTER,NONE,O18T24M,2014
15003,BAL,EST,58,462,6760,3,15003,B,PEL_TRAWL,NONE,O18T24M,2014
170376.12,BAL,EST,525,915,67833,5,170376.12,C,PEL_TRAWL,NONE,O18T24M,2014
552918.22,BAL,FIN,1381,2234,109995,10,552918.22,C,PEL_TRAWL,NONE,O18T24M,2014
8666,BAL,LTU,40,,4471,2,8666,B,PEL_TRAWL,NONE,O18T24M,2014
1108,BAL,POL,5,227,243,1,1108,A,OTTER,NONE,O18T24M,2014
84304,BAL,POL,438,3908,18372,8,84304,B,OTTER,NONE,O18T24M,2014
1235,BAL,POL,6,414,282,2,1235,A,PEL_TRAWL,NONE,O18T24M,2014
577880.8,BAL,POL,2246,16932.67,160457,30,577880.8,B,PEL_TRAWL,NONE,O18T24M,2014
4290,BAL,POL,34,297,1353,1,4290,B,R-GILL,NONE,O18T24M,2014
7067,BAL,POL,29,1513,1317,5,7067,B,R-LONGLINE,NONE,O18T24M,2014
37125.6,BAL,POL,166,2254.4,11045,10,37125.6,A,R-OTTER,NONE,O18T24M,2014
595501,BAL,POL,2647,13572.7,154651,41,595501,B,R-OTTER,NONE,O18T24M,2014
2302,BAL,POL,8,918,841,2,2302,B,R-PEL_TRAWL,NONE,O18T24M,2014
522,BAL,SWE,2,261,124,1,522,B,DEM_SEINE,NONE,O18T24M,2014
1044,BAL,SWE,4,261,248,1,1044,C,DEM_SEINE,NONE,O18T24M,2014
123421.12,BAL,SWE,358,2344,31040.65,3,123421.12,B,OTTER,NONE,O18T24M,2014
1684.9,BAL,SWE,6,261,400.24,1,1684.9,C,OTTER,NONE,O18T24M,2014
71777.02,BAL,SWE,184,4331,21121.03,3,71777.02,B,PEL_TRAWL,NONE,O18T24M,2014
62845.17,BAL,SWE,183,629,15976.6,1,62845.17,C,PEL_TRAWL,NONE,O18T24M,2014
5079,BAL,DEU,23,150,1205,1,5079,A,OTTER,NONE,O18T24M,2015
54233,BAL,DEU,245.83,547,23486,5,54233,A,PEL_TRAWL,NONE,O18T24M,2015
2992,BAL,DEU,17,45,765,1,2992,B,PEL_TRAWL,NONE,O18T24M,2015
156300,BAL,DEU,721.18,894,55918,9,156300,A,R-OTTER,NONE,O18T24M,2015
48313,BAL,DEU,219,561,28644,5,48313,B,R-OTTER,NONE,O18T24M,2015
36906.78,BAL,DNK,103.82,1686,8070.73,,36906.78,A,PEL_TRAWL,NONE,O18T24M,2015
52028,BAL,DNK,254,2404,16522.6,,52028,A,R-DEM_SEINE,NONE,O18T24M,2015
107270,BAL,DNK,256.2,3136,32739.08,,107270,A,R-OTTER,NONE,O18T24M,2015
133424,BAL,DNK,412.82,2710,38461.52,,133424,B,R-OTTER,NONE,O18T24M,2015
25822,BAL,EST,87,848,10901,3,25822,B,PEL_TRAWL,NONE,O18T24M,2015
190432,BAL,EST,616,1266,78680,5,190432,C,PEL_TRAWL,NONE,O18T24M,2015
9200,BAL,FIN,35,190,2375,,9200,B,PEL_TRAWL,NONE,O18T24M,2015
718108.1,BAL,FIN,1736,2244,150411,,718108.1,C,PEL_TRAWL,NONE,O18T24M,2015
25144,BAL,LTU,114,,13184,,25144,B,PEL_TRAWL,NONE,O18T24M,2015
4641,BAL,LTU,21,,2352,,4641,C,PEL_TRAWL,NONE,O18T24M,2015
13828,BAL,POL,62,832,2795,,13828,A,OTTER,NONE,O18T24M,2015
40404,BAL,POL,160,2502,6806,,40404,B,OTTER,NONE,O18T24M,2015
3644,BAL,POL,17,1048,997,,3644,A,PEL_TRAWL,NONE,O18T24M,2015
576309.6,BAL,POL,2366,14499.4,157091,,576309.6,B,PEL_TRAWL,NONE,O18T24M,2015
242,BAL,POL,2,121,66,,242,A,R-GILL,NONE,O18T24M,2015
7139,BAL,POL,59,242,1953,,7139,B,R-GILL,NONE,O18T24M,2015
22641,BAL,POL,126,2674,5187,,22641,B,R-LONGLINE,NONE,O18T24M,2015
34887,BAL,POL,178,1644,9110,,34887,A,R-OTTER,NONE,O18T24M,2015
595584.2,BAL,POL,2724,14054.2,157959,,595584.2,B,R-OTTER,NONE,O18T24M,2015
3101,BAL,SWE,7,443,1274,1,3101,A,NONE,NONE,O18T24M,2015
1772,BAL,SWE,4,443,728,1,1772,B,NONE,NONE,O18T24M,2015
110896.55,BAL,SWE,320,2541,30294.44,3,110896.55,B,OTTER,NONE,O18T24M,2015
130570.44,BAL,SWE,303,3925,34121.56,4,130570.44,B,PEL_TRAWL,NONE,O18T24M,2015
1827,BAL,SWE,7,261,434,1,1827,C,PEL_TRAWL,NONE,O18T24M,2015
1980,BAL,DEU,9,155,430,1,1980,A,OTTER,NONE,O18T24M,2016
67276,BAL,DEU,305,677,27400,5,67276,A,PEL_TRAWL,NONE,O18T24M,2016
2816,BAL,DEU,16,45,720,1,2816,B,PEL_TRAWL,NONE,O18T24M,2016
1540,BAL,DEU,7,48,328,1,1540,A,R-OTTER,NONE,O18T24M,2016
1460,BAL,DNK,4,365,303.2,,1460,A,OTTER,NONE,O18T24M,2016
33957.6,BAL,DNK,96.7,588,7629.35,,33957.6,A,PEL_TRAWL,NONE,O18T24M,2016
7122,BAL,DNK,19.5,1095,1483.65,,7122,B,PEL_TRAWL,NONE,O18T24M,2016
35310,BAL,DNK,183,1874,12380.2,,35310,A,R-DEM_SEINE,NONE,O18T24M,2016
1235,BAL,DNK,5,247,307,,1235,B,R-LONGLINE,NONE,O18T24M,2016
57125.83,BAL,DNK,162.83,2054,18933.92,,57125.83,A,R-OTTER,NONE,O18T24M,2016
88051.17,BAL,DNK,256.17,2235,25953.38,,88051.17,B,R-OTTER,NONE,O18T24M,2016
2065,BAL,DNK,7,295,510.3,,2065,B,R-PEL_TRAWL,NONE,O18T24M,2016
54764.2,BAL,EST,,,22608,,54764.2,B,PEL_TRAWL,NONE,O18T24M,2016
124763.92,BAL,EST,,,53889,,124763.92,C,PEL_TRAWL,NONE,O18T24M,2016
1104,BAL,FIN,4,95,285,,1104,B,PEL_TRAWL,NONE,O18T24M,2016
694857.71,BAL,FIN,1752,2426,144216,,694857.71,C,PEL_TRAWL,NONE,O18T24M,2016
53559,BAL,LTU,243,,28429,,53559,B,PEL_TRAWL,NONE,O18T24M,2016
6188,BAL,LTU,28,,3136,,6188,C,PEL_TRAWL,NONE,O18T24M,2016
10410,BAL,POL,47,938,2148,,10410,A,OTTER,NONE,O18T24M,2016
17030,BAL,POL,66,1884,2899,,17030,B,OTTER,NONE,O18T24M,2016
10667.2,BAL,POL,52,1768.8,2664,,10667.2,A,PEL_TRAWL,NONE,O18T24M,2016
629679.6,BAL,POL,2613,18176.8,174470,,629679.6,B,PEL_TRAWL,NONE,O18T24M,2016
3952,BAL,POL,17,247,689,,3952,B,R-GILL,NONE,O18T24M,2016
27223,BAL,POL,112,1858,4118,,27223,B,R-LONGLINE,NONE,O18T24M,2016
67406.8,BAL,POL,360,2086.8,17951,,67406.8,A,R-OTTER,NONE,O18T24M,2016
480072,BAL,POL,2179,13148,131084,,480072,B,R-OTTER,NONE,O18T24M,2016
80790,BAL,SWE,250,1058,25077,1,80790,B,OTTER,NONE,O18T24M,2016
128414.01,BAL,SWE,299.01,6280,31233,4,128414.01,B,PEL_TRAWL,NONE,O18T24M,2016
102378.71,BAL,SWE,240.28,4342,32568.56,5,102378.71,A,R-OTTER,NONE,O18T24M,2016
439894.94,BAL,SWE,1030.73,7811,142731.45,7,439894.94,B,R-OTTER,NONE,O18T24M,2016
6875,BAL,SWE,11,625,1287,1,6875,A,R-OTTER,T90,O18T24M,2010
61820,BAL,SWE,117,2530,15741,3,61820,B,R-OTTER,T90,O18T24M,2010
16135,BAL,SWE,40,1445,3845,4,16135,A,R-OTTER,T90,O18T24M,2011
115268,BAL,SWE,288,2500,26298,4,115268,B,R-OTTER,T90,O18T24M,2011
10871,BAL,SWE,35,1059,2886,3,10871,A,R-OTTER,T90,O18T24M,2012
32062,BAL,SWE,104,2390,7358,4,32062,B,R-OTTER,T90,O18T24M,2012
32889,BAL,SWE,81,1772,11613,5,32889,A,R-OTTER,T90,O18T24M,2013
200474.55,BAL,SWE,495,6488.65,68868,8,200474.55,B,R-OTTER,T90,O18T24M,2013
292,BAL,SWE,1,292,133,1,292,C,R-OTTER,T90,O18T24M,2013
34235.03,BAL,SWE,92,1809,11637.74,5,34235.03,A,R-OTTER,T90,O18T24M,2014
166564.33,BAL,SWE,441,4485.65,59243.75,6,166564.33,B,R-OTTER,T90,O18T24M,2014
45993,BAL,SWE,120,2010,17638.12,5,45993,A,R-OTTER,T90,O18T24M,2015
149230.17,BAL,SWE,407,3308,50792.59,5,149230.17,B,R-OTTER,T90,O18T24M,2015
880,BAL,LVA,4,,448,,880,A,R-OTTER,BACOMA,O24T40M,2003
496592,BAL,LVA,1930,,214861,,496592,B,R-OTTER,BACOMA,O24T40M,2003
5947,BAL,LVA,27,,3008,,5947,B,R-PEL_TRAWL,BACOMA,O24T40M,2003
45386,BAL,SWE,80,6336,15390,11,45386,A,R-OTTER,BACOMA,O24T40M,2003
355774,BAL,SWE,654,12935,120821,14,355774,B,R-OTTER,BACOMA,O24T40M,2003
387395.5,BAL,LVA,1757,,195630,,387395.5,B,R-OTTER,BACOMA,O24T40M,2004
101902,BAL,LVA,462,,51313,,101902,B,R-PEL_TRAWL,BACOMA,O24T40M,2004
68875,BAL,POL,224,4548,26030,13,68875,A,R-OTTER,BACOMA,O24T40M,2004
2887582,BAL,POL,10422,45296,1098494,88,2887582,B,R-OTTER,BACOMA,O24T40M,2004
2220,BAL,POL,3,740,732,1,2220,A,R-PEL_TRAWL,BACOMA,O24T40M,2004
872035,BAL,POL,2145,33978,317049,44,872035,B,R-PEL_TRAWL,BACOMA,O24T40M,2004
23606,BAL,SWE,47,3360,7912,6,23606,A,R-OTTER,BACOMA,O24T40M,2004
585260,BAL,SWE,1033,10211,198483,13,585260,B,R-OTTER,BACOMA,O24T40M,2004
2222,BAL,SWE,3,1736,764,2,2222,A,R-PEL_TRAWL,BACOMA,O24T40M,2004
85174,BAL,SWE,134,6168,27759,9,85174,B,R-PEL_TRAWL,BACOMA,O24T40M,2004
4199,BAL,EST,7,347,2199,3,4199,A,R-OTTER,BACOMA,O24T40M,2005
94738,BAL,EST,99,702,47723,4,94738,B,R-OTTER,BACOMA,O24T40M,2005
662,BAL,EST,3,120,357,1,662,A,R-PEL_TRAWL,BACOMA,O24T40M,2005
214426,BAL,EST,125,1191,114399,8,214426,B,R-PEL_TRAWL,BACOMA,O24T40M,2005
13244,BAL,LTU,60,,7044,,13244,A,R-OTTER,BACOMA,O24T40M,2005
596879,BAL,LTU,2765,,330745,,596879,B,R-OTTER,BACOMA,O24T40M,2005
36901,BAL,LTU,167,,20556,,36901,B,R-PEL_TRAWL,BACOMA,O24T40M,2005
18516,BAL,LVA,80,,8931,,18516,A,R-OTTER,BACOMA,O24T40M,2005
460122,BAL,LVA,2040,,226888,,460122,B,R-OTTER,BACOMA,O24T40M,2005
10972,BAL,LVA,43,,3824,,10972,B,R-PEL_TRAWL,BACOMA,O24T40M,2005
126606,BAL,POL,383,5528,47061,14,126606,A,R-OTTER,BACOMA,O24T40M,2005
2063438,BAL,POL,6474,37888,771553,76,2063438,B,R-OTTER,BACOMA,O24T40M,2005
13148,BAL,POL,30,2005,4642,4,13148,A,R-PEL_TRAWL,BACOMA,O24T40M,2005
177967,BAL,POL,439,15135,61034,23,177967,B,R-PEL_TRAWL,BACOMA,O24T40M,2005
44980,BAL,SWE,70,3293,16538,5,44980,A,R-OTTER,BACOMA,O24T40M,2005
554654,BAL,SWE,942,9333,184119,13,554654,B,R-OTTER,BACOMA,O24T40M,2005
74921,BAL,SWE,107,2838,24621,4,74921,B,R-PEL_TRAWL,BACOMA,O24T40M,2005
10800,BAL,DEU,18,600,4734,1,10800,B,R-DEM_SEINE,BACOMA,O24T40M,2006
139146,BAL,DEU,615,3300,82768,7,139146,A,R-OTTER,BACOMA,O24T40M,2006
68240,BAL,DEU,182,3487,32463,9,68240,B,R-OTTER,BACOMA,O24T40M,2006
2280,BAL,DEU,11,625,1475,2,2280,A,R-PEL_TRAWL,BACOMA,O24T40M,2006
100850,BAL,DEU,231,6216,43344,10,100850,B,R-PEL_TRAWL,BACOMA,O24T40M,2006
5729,BAL,EST,26,234,3042,1,5729,B,R-OTTER,BACOMA,O24T40M,2006
355398,BAL,EST,163,1085,175051,8,355398,B,R-PEL_TRAWL,BACOMA,O24T40M,2006
2424,BAL,LTU,11,,1291,,2424,A,R-OTTER,BACOMA,O24T40M,2006
449736,BAL,LTU,2088,,247712,,449736,B,R-OTTER,BACOMA,O24T40M,2006
175816,BAL,LTU,796,,97632,,175816,B,R-PEL_TRAWL,BACOMA,O24T40M,2006
1320,BAL,LVA,6,,672,,1320,A,R-OTTER,BACOMA,O24T40M,2006
491712,BAL,LVA,2207,,245273,,491712,B,R-OTTER,BACOMA,O24T40M,2006
38542,BAL,LVA,175,,19493,,38542,B,R-PEL_TRAWL,BACOMA,O24T40M,2006
123270,BAL,POL,295,4842,41861,12,123270,A,R-OTTER,BACOMA,O24T40M,2006
2244006,BAL,POL,6533,32696,816853,46,2244006,B,R-OTTER,BACOMA,O24T40M,2006
1258,BAL,POL,3,419,498,1,1258,A,R-PEL_TRAWL,BACOMA,O24T40M,2006
611727,BAL,POL,1474,26352,223778,32,611727,B,R-PEL_TRAWL,BACOMA,O24T40M,2006
99984,BAL,SWE,147,4575,34498,7,99984,A,R-OTTER,BACOMA,O24T40M,2006
597933,BAL,SWE,1008,12141,194936,12,597933,B,R-OTTER,BACOMA,O24T40M,2006
1370,BAL,SWE,2,685,450,1,1370,A,R-PEL_TRAWL,BACOMA,O24T40M,2006
284225,BAL,SWE,389,12597,99811,10,284225,B,R-PEL_TRAWL,BACOMA,O24T40M,2006
20793,BAL,DEU,41,1059,9487,2,20793,A,R-DEM_SEINE,BACOMA,O24T40M,2007
9000,BAL,DEU,15,600,3945,1,9000,B,R-DEM_SEINE,BACOMA,O24T40M,2007
153426,BAL,DEU,692,2917,92651,7,153426,A,R-OTTER,BACOMA,O24T40M,2007
40325,BAL,DEU,111,1483,19352,3,40325,B,R-OTTER,BACOMA,O24T40M,2007
920,BAL,DEU,5,368,605,2,920,A,R-PEL_TRAWL,BACOMA,O24T40M,2007
45827,BAL,DEU,138,2634,23760,7,45827,B,R-PEL_TRAWL,BACOMA,O24T40M,2007
9503,BAL,EST,43,351,5031,1,9503,B,R-OTTER,BACOMA,O24T40M,2007
1269,BAL,EST,3,126,378,1,1269,A,R-PEL_TRAWL,BACOMA,O24T40M,2007
702922,BAL,EST,178,1573,279994,11,702922,B,R-PEL_TRAWL,BACOMA,O24T40M,2007
245430,BAL,LTU,1134,,133277,,245430,B,R-OTTER,BACOMA,O24T40M,2007
176623,BAL,LTU,800,,96688,,176623,B,R-PEL_TRAWL,BACOMA,O24T40M,2007
23988,BAL,LVA,109,,12208,,23988,A,R-OTTER,BACOMA,O24T40M,2007
440573,BAL,LVA,1868,,208723,,440573,B,R-OTTER,BACOMA,O24T40M,2007
343888,BAL,POL,1018,9444,130152,26,343888,A,R-OTTER,BACOMA,O24T40M,2007
1144542,BAL,POL,3442,28942,403698,50,1144542,B,R-OTTER,BACOMA,O24T40M,2007
1176,BAL,POL,2,588,494,1,1176,A,R-PEL_TRAWL,BACOMA,O24T40M,2007
426186,BAL,POL,1011,28984,153985,43,426186,B,R-PEL_TRAWL,BACOMA,O24T40M,2007
141601,BAL,SWE,209,6995,47739,9,141601,A,R-OTTER,BACOMA,O24T40M,2007
456232,BAL,SWE,736,11173,154535,14,456232,B,R-OTTER,BACOMA,O24T40M,2007
99825,BAL,SWE,146,6829,32969,9,99825,B,R-PEL_TRAWL,BACOMA,O24T40M,2007
31860,BAL,DEU,70,900,14255,2,31860,A,R-DEM_SEINE,BACOMA,O24T40M,2008
7782,BAL,DEU,18,856,3522,1,7782,B,R-DEM_SEINE,BACOMA,O24T40M,2008
53074,BAL,DEU,238,2060,31736,4,53074,A,R-OTTER,BACOMA,O24T40M,2008
67911,BAL,DEU,182,2016,30126,7,67911,B,R-OTTER,BACOMA,O24T40M,2008
6540,BAL,DEU,33,588,3993,3,6540,B,R-PEL_TRAWL,BACOMA,O24T40M,2008
703021,BAL,EST,230,1387,290947,10,703021,B,R-PEL_TRAWL,BACOMA,O24T40M,2008
361161,BAL,LTU,1581,,192377,,361161,B,R-OTTER,BACOMA,O24T40M,2008
73499,BAL,LTU,332,,39171,,73499,B,R-PEL_TRAWL,BACOMA,O24T40M,2008
256514,BAL,LVA,1126,,125182,,256514,B,R-OTTER,BACOMA,O24T40M,2008
10521,BAL,LVA,43,,4816,,10521,B,R-PEL_TRAWL,BACOMA,O24T40M,2008
156385,BAL,POL,441,8011,54252,22,156385,A,R-OTTER,BACOMA,O24T40M,2008
688602,BAL,POL,2113,21759,244164,38,688602,B,R-OTTER,BACOMA,O24T40M,2008
21355,BAL,POL,53,3777,7897,9,21355,B,R-PEL_TRAWL,BACOMA,O24T40M,2008
135757,BAL,SWE,184,6805,44648,9,135757,A,R-OTTER,BACOMA,O24T40M,2008
463759,BAL,SWE,704,11106,158027,16,463759,B,R-OTTER,BACOMA,O24T40M,2008
720,BAL,SWE,1,720,289,1,720,A,R-PEL_TRAWL,BACOMA,O24T40M,2008
16140,BAL,SWE,24,2065,5988,2,16140,B,R-PEL_TRAWL,BACOMA,O24T40M,2008
36659,BAL,DEU,57,1174,17298,2,36659,A,R-DEM_SEINE,BACOMA,O24T40M,2009
19715,BAL,DEU,41,1130,11458,2,19715,B,R-DEM_SEINE,BACOMA,O24T40M,2009
55139,BAL,DEU,268,1251,34852,5,55139,A,R-OTTER,BACOMA,O24T40M,2009
29204,BAL,DEU,137,626,19121,3,29204,B,R-OTTER,BACOMA,O24T40M,2009
16483,BAL,DEU,79,809,10868,4,16483,B,R-PEL_TRAWL,BACOMA,O24T40M,2009
219177,BAL,EST,109,836,84095,6,219177,B,R-PEL_TRAWL,BACOMA,O24T40M,2009
286887,BAL,LTU,1300,,152845,,286887,B,R-OTTER,BACOMA,O24T40M,2009
217573,BAL,LVA,878,,97642,,217573,B,R-OTTER,BACOMA,O24T40M,2009
32668,BAL,POL,103,2191,11941,7,32668,A,R-OTTER,BACOMA,O24T40M,2009
329771,BAL,POL,928,8461,117179,13,329771,B,R-OTTER,BACOMA,O24T40M,2009
34265,BAL,POL,82,3729,14242,7,34265,B,R-PEL_TRAWL,BACOMA,O24T40M,2009
59478,BAL,SWE,83,3655,20833,5,59478,A,R-OTTER,BACOMA,O24T40M,2009
330325,BAL,SWE,520,9268,114436,14,330325,B,R-OTTER,BACOMA,O24T40M,2009
29303,BAL,SWE,45,2530,10764,4,29303,B,R-PEL_TRAWL,BACOMA,O24T40M,2009
7097,BAL,DEU,11,1174,3349,2,7097,A,R-DEM_SEINE,BACOMA,O24T40M,2010
26908,BAL,DEU,52,1589,15164,3,26908,B,R-DEM_SEINE,BACOMA,O24T40M,2010
51368,BAL,DEU,251,1028,32127,4,51368,A,R-OTTER,BACOMA,O24T40M,2010
34545,BAL,DEU,166,1030,22913,3,34545,B,R-OTTER,BACOMA,O24T40M,2010
2860,BAL,DEU,13,220,1573,1,2860,A,R-PEL_TRAWL,BACOMA,O24T40M,2010
22688,BAL,DEU,106,625,14438,3,22688,B,R-PEL_TRAWL,BACOMA,O24T40M,2010
114680,BAL,EST,61,606,36966,4,114680,B,R-PEL_TRAWL,BACOMA,O24T40M,2010
332848,BAL,LTU,1508,,177335,,332848,B,R-OTTER,BACOMA,O24T40M,2010
7920,BAL,LVA,36,,4032,,7920,A,R-OTTER,BACOMA,O24T40M,2010
222512,BAL,LVA,910,,101929,,222512,B,R-OTTER,BACOMA,O24T40M,2010
13391,BAL,POL,36,1251,5121,3,13391,A,R-OTTER,BACOMA,O24T40M,2010
409781,BAL,POL,1115,10148,145903,16,409781,B,R-OTTER,BACOMA,O24T40M,2010
2516,BAL,POL,6,1258,950,3,2516,B,R-PEL_TRAWL,BACOMA,O24T40M,2010
34249,BAL,SWE,48,3105,12728,4,34249,A,R-OTTER,BACOMA,O24T40M,2010
284108,BAL,SWE,458,11908,100505,9,284108,B,R-OTTER,BACOMA,O24T40M,2010
11880,BAL,SWE,54,660,12582,1,11880,B,R-PEL_TRAWL,BACOMA,O24T40M,2010
6813,BAL,DEU,14,1047,3379,1,6813,A,R-DEM_SEINE,BACOMA,O24T40M,2011
38601,BAL,DEU,76,1462,22907,2,38601,B,R-DEM_SEINE,BACOMA,O24T40M,2011
48776,BAL,DEU,233,844,30609,3,48776,A,R-OTTER,BACOMA,O24T40M,2011
35987,BAL,DEU,154,1666,22404,4,35987,B,R-OTTER,BACOMA,O24T40M,2011
62675,BAL,DEU,215,1445,34773,5,62675,B,R-PEL_TRAWL,BACOMA,O24T40M,2011
179832,BAL,EST,281,468,59436,2,179832,B,R-OTTER,BACOMA,O24T40M,2011
714754,BAL,EST,225,1277,258914,8,714754,B,R-PEL_TRAWL,BACOMA,O24T40M,2011
398109,BAL,LTU,1812,,212418,,398109,B,R-OTTER,BACOMA,O24T40M,2011
4420,BAL,LTU,20,,2347,,4420,B,R-PEL_TRAWL,BACOMA,O24T40M,2011
330827,BAL,LVA,1339,,149101,,330827,B,R-OTTER,BACOMA,O24T40M,2011
69050,BAL,SWE,101,3722,24427,5,69050,A,R-OTTER,BACOMA,O24T40M,2011
393776,BAL,SWE,655,9936,147801,8,393776,B,R-OTTER,BACOMA,O24T40M,2011
220,BAL,SWE,1,220,233,1,220,A,R-PEL_TRAWL,BACOMA,O24T40M,2011
33733,BAL,SWE,61,2882,15924,4,33733,B,R-PEL_TRAWL,BACOMA,O24T40M,2011
1764,BAL,DEU,3,338,1014,1,1764,A,R-DEM_SEINE,BACOMA,O24T40M,2012
